JLG/JLG - autoportrait de dcembre (1994)::4.0	MoviesUsersRatingsTable
Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)::4.1	MoviesUsersRatingsTable
Faust (1994)::3.0	MoviesUsersRatingsTable
He Walked by Night (1948)::3.3	MoviesUsersRatingsTable
Raw Deal (1948)::2.3	MoviesUsersRatingsTable
T-Men (1947)::3.0	MoviesUsersRatingsTable
Anne Frank Remembered (1995)::4.0	MoviesUsersRatingsTable
Six of a Kind (1934)::1.0	MoviesUsersRatingsTable
Tin Drum, The (Blechtrommel, Die) (1979)::3.9	MoviesUsersRatingsTable
Ruling Class, The (1972)::3.6	MoviesUsersRatingsTable
Mina Tannenbaum (1994)::2.3	MoviesUsersRatingsTable
Two or Three Things I Know About Her (1966)::5.0	MoviesUsersRatingsTable
Dear God (1996)::2.7	MoviesUsersRatingsTable
Bad Moon (1996)::1.0	MoviesUsersRatingsTable
American Dream (1990)::3.8	MoviesUsersRatingsTable
Young Poisoner's Handbook, The (1995)::3.3	MoviesUsersRatingsTable
Best of the Best 3: No Turning Back (1995)::1.3	MoviesUsersRatingsTable
Bob Roberts (1992)::3.6	MoviesUsersRatingsTable
Cinema Paradiso (1988)::4.2	MoviesUsersRatingsTable
Cook the Thief His Wife & Her Lover, The (1989)::3.1	MoviesUsersRatingsTable
Grosse Fatigue (1994)::4.0	MoviesUsersRatingsTable
Delicatessen (1991)::3.8	MoviesUsersRatingsTable
Double Life of Veronique, The (La Double Vie de Vronique) (1991)::3.7	MoviesUsersRatingsTable
Enchanted April (1991)::3.9	MoviesUsersRatingsTable
Paths of Glory (1957)::4.4	MoviesUsersRatingsTable
Grifters, The (1990)::3.8	MoviesUsersRatingsTable
If Lucy Fell (1996)::2.9	MoviesUsersRatingsTable
Hear My Song (1991)::4.1	MoviesUsersRatingsTable
Shooter, The (1995)::2.6	MoviesUsersRatingsTable
English Patient, The (1996)::3.5	MoviesUsersRatingsTable
Mediterraneo (1991)::3.5	MoviesUsersRatingsTable
My Left Foot (1989)::3.8	MoviesUsersRatingsTable
Sex, Lies, and Videotape (1989)::3.6	MoviesUsersRatingsTable
Passion Fish (1992)::3.7	MoviesUsersRatingsTable
Strictly Ballroom (1992)::4.1	MoviesUsersRatingsTable
Thin Blue Line, The (1988)::4.2	MoviesUsersRatingsTable
Steal Big, Steal Little (1995)::1.0	MoviesUsersRatingsTable
Tie Me Up! Tie Me Down! (1990)::3.4	MoviesUsersRatingsTable
Madonna: Truth or Dare (1991)::2.8	MoviesUsersRatingsTable
Paris Is Burning (1990)::3.7	MoviesUsersRatingsTable
One Flew Over the Cuckoo's Nest (1975)::4.4	MoviesUsersRatingsTable
Up in Smoke (1978)::3.3	MoviesUsersRatingsTable
Star Wars: Episode V - The Empire Strikes Back (1980)::4.2	MoviesUsersRatingsTable
Princess Bride, The (1987)::4.3	MoviesUsersRatingsTable
Raiders of the Lost Ark (1981)::4.5	MoviesUsersRatingsTable
Brazil (1985)::4.0	MoviesUsersRatingsTable
Dracula: Dead and Loving It (1995)::2.7	MoviesUsersRatingsTable
Aliens (1986)::4.1	MoviesUsersRatingsTable
Good, The Bad and The Ugly, The (1966)::4.0	MoviesUsersRatingsTable
Withnail and I (1987)::3.6	MoviesUsersRatingsTable
12 Angry Men (1957)::4.4	MoviesUsersRatingsTable
Lawrence of Arabia (1962)::4.4	MoviesUsersRatingsTable
Transformers: The Movie, The (1986)::2.0	MoviesUsersRatingsTable
Clockwork Orange, A (1971)::4.0	MoviesUsersRatingsTable
To Kill a Mockingbird (1962)::4.6	MoviesUsersRatingsTable
Apocalypse Now (1979)::4.3	MoviesUsersRatingsTable
Once Upon a Time in the West (1969)::4.1	MoviesUsersRatingsTable
Boys of St. Vincent, The (1993)::4.1	MoviesUsersRatingsTable
Star Wars: Episode VI - Return of the Jedi (1983)::3.9	MoviesUsersRatingsTable
Wings of Desire (Der Himmel ber Berlin) (1987)::4.1	MoviesUsersRatingsTable
Third Man, The (1949)::4.5	MoviesUsersRatingsTable
GoodFellas (1990)::4.2	MoviesUsersRatingsTable
Alien (1979)::4.2	MoviesUsersRatingsTable
Army of Darkness (1993)::3.7	MoviesUsersRatingsTable
Big Blue, The (Le Grand Bleu) (1988)::3.8	MoviesUsersRatingsTable
Ran (1985)::4.2	MoviesUsersRatingsTable
Killer, The (Die xue shuang xiong) (1989)::4.0	MoviesUsersRatingsTable
Psycho (1960)::4.3	MoviesUsersRatingsTable
Boomerang (1992)::2.8	MoviesUsersRatingsTable
Blues Brothers, The (1980)::3.8	MoviesUsersRatingsTable
Godfather: Part II, The (1974)::4.3	MoviesUsersRatingsTable
Full Metal Jacket (1987)::3.9	MoviesUsersRatingsTable
Grand Day Out, A (1992)::4.4	MoviesUsersRatingsTable
Henry V (1989)::4.3	MoviesUsersRatingsTable
Amadeus (1984)::4.2	MoviesUsersRatingsTable
Quiet Man, The (1952)::4.1	MoviesUsersRatingsTable
Once Upon a Time in America (1984)::3.9	MoviesUsersRatingsTable
Raging Bull (1980)::4.1	MoviesUsersRatingsTable
Chungking Express (1994)::3.6	MoviesUsersRatingsTable
Annie Hall (1977)::4.1	MoviesUsersRatingsTable
Right Stuff, The (1983)::4.1	MoviesUsersRatingsTable
Stalker (1979)::3.8	MoviesUsersRatingsTable
Boat, The (Das Boot) (1981)::4.4	MoviesUsersRatingsTable
Sting, The (1973)::4.3	MoviesUsersRatingsTable
Harold and Maude (1971)::4.1	MoviesUsersRatingsTable
Trust (1990)::3.8	MoviesUsersRatingsTable
Seventh Seal, The (Sjunde inseglet, Det) (1957)::4.2	MoviesUsersRatingsTable
Local Hero (1983)::4.1	MoviesUsersRatingsTable
Star Maker, The (Uomo delle stelle, L') (1995)::2.0	MoviesUsersRatingsTable
Terminator, The (1984)::4.3	MoviesUsersRatingsTable
Braindead (1992)::2.8	MoviesUsersRatingsTable
Glory (1989)::4.1	MoviesUsersRatingsTable
Rosencrantz and Guildenstern Are Dead (1990)::3.6	MoviesUsersRatingsTable
Manhattan (1979)::4.0	MoviesUsersRatingsTable
Miller's Crossing (1990)::3.8	MoviesUsersRatingsTable
Dead Poets Society (1989)::3.8	MoviesUsersRatingsTable
Graduate, The (1967)::4.2	MoviesUsersRatingsTable
Touch of Evil (1958)::4.0	MoviesUsersRatingsTable
Nikita (La Femme Nikita) (1990)::4.0	MoviesUsersRatingsTable
Flirting With Disaster (1996)::4.0	MoviesUsersRatingsTable
Bridge on the River Kwai, The (1957)::4.4	MoviesUsersRatingsTable
8 1/2 (1963)::4.0	MoviesUsersRatingsTable
Chinatown (1974)::4.3	MoviesUsersRatingsTable
Day the Earth Stood Still, The (1951)::4.1	MoviesUsersRatingsTable
Treasure of the Sierra Madre, The (1948)::4.2	MoviesUsersRatingsTable
Bad Taste (1987)::3.5	MoviesUsersRatingsTable
Duck Soup (1933)::4.2	MoviesUsersRatingsTable
Better Off Dead... (1985)::3.8	MoviesUsersRatingsTable
Shining, The (1980)::3.9	MoviesUsersRatingsTable
Stand by Me (1986)::4.0	MoviesUsersRatingsTable
NeverEnding Story III, The (1994)::2.2	MoviesUsersRatingsTable
M (1931)::4.3	MoviesUsersRatingsTable
Evil Dead II (Dead By Dawn) (1987)::3.7	MoviesUsersRatingsTable
Great Escape, The (1963)::4.4	MoviesUsersRatingsTable
Deer Hunter, The (1978)::4.1	MoviesUsersRatingsTable
Diva (1981)::4.0	MoviesUsersRatingsTable
Groundhog Day (1993)::4.0	MoviesUsersRatingsTable
Unforgiven (1992)::4.0	MoviesUsersRatingsTable
Manchurian Candidate, The (1962)::4.3	MoviesUsersRatingsTable
Pump Up the Volume (1990)::3.2	MoviesUsersRatingsTable
Arsenic and Old Lace (1944)::4.2	MoviesUsersRatingsTable
Back to the Future (1985)::4.0	MoviesUsersRatingsTable
Fried Green Tomatoes (1991)::3.8	MoviesUsersRatingsTable
Patton (1970)::4.3	MoviesUsersRatingsTable
Down by Law (1986)::4.0	MoviesUsersRatingsTable
Akira (1988)::3.8	MoviesUsersRatingsTable
Highlander (1986)::3.8	MoviesUsersRatingsTable
Cool Hand Luke (1967)::4.3	MoviesUsersRatingsTable
Cyrano de Bergerac (1990)::3.9	MoviesUsersRatingsTable
Young Frankenstein (1974)::4.3	MoviesUsersRatingsTable
Night on Earth (1991)::3.8	MoviesUsersRatingsTable
Jupiter's Wife (1994)::5.0	MoviesUsersRatingsTable
Raise the Red Lantern (1991)::4.4	MoviesUsersRatingsTable
Great Dictator, The (1940)::4.1	MoviesUsersRatingsTable
Fantasia (1940)::3.9	MoviesUsersRatingsTable
High Noon (1952)::4.0	MoviesUsersRatingsTable
Big Sleep, The (1946)::4.3	MoviesUsersRatingsTable
Heathers (1989)::3.6	MoviesUsersRatingsTable
Somewhere in Time (1980)::3.6	MoviesUsersRatingsTable
Ben-Hur (1959)::4.1	MoviesUsersRatingsTable
This Is Spinal Tap (1984)::4.2	MoviesUsersRatingsTable
Koyaanisqatsi (1983)::3.8	MoviesUsersRatingsTable
Pie in the Sky (1995)::3.0	MoviesUsersRatingsTable
Some Kind of Wonderful (1987)::3.6	MoviesUsersRatingsTable
Indiana Jones and the Last Crusade (1989)::4.0	MoviesUsersRatingsTable
Being There (1979)::4.0	MoviesUsersRatingsTable
Gandhi (1982)::4.1	MoviesUsersRatingsTable
M*A*S*H (1970)::4.1	MoviesUsersRatingsTable
Unbearable Lightness of Being, The (1988)::3.4	MoviesUsersRatingsTable
Room with a View, A (1986)::4.1	MoviesUsersRatingsTable
Real Genius (1985)::3.7	MoviesUsersRatingsTable
Pink Floyd - The Wall (1982)::3.5	MoviesUsersRatingsTable
Killing Fields, The (1984)::4.2	MoviesUsersRatingsTable
Balto (1995)::3.5	MoviesUsersRatingsTable
My Life as a Dog (Mitt liv som hund) (1985)::4.1	MoviesUsersRatingsTable
Forbidden Planet (1956)::4.0	MoviesUsersRatingsTable
Field of Dreams (1989)::3.9	MoviesUsersRatingsTable
Man Who Would Be King, The (1975)::4.1	MoviesUsersRatingsTable
Butch Cassidy and the Sundance Kid (1969)::4.2	MoviesUsersRatingsTable
Paris, Texas (1984)::3.6	MoviesUsersRatingsTable
Until the End of the World (Bis ans Ende der Welt) (1991)::3.5	MoviesUsersRatingsTable
When Harry Met Sally... (1989)::4.0	MoviesUsersRatingsTable
Frankie Starlight (1995)::3.0	MoviesUsersRatingsTable
Hype! (1996)::3.6	MoviesUsersRatingsTable
Female Perversions (1996)::3.2	MoviesUsersRatingsTable
Mad Dog Time (1996)::3.5	MoviesUsersRatingsTable
Paris Was a Woman (1995)::2.0	MoviesUsersRatingsTable
I'm Not Rappaport (1996)::3.0	MoviesUsersRatingsTable
Jade (1995)::2.3	MoviesUsersRatingsTable
Alien (1992)::3.0	MoviesUsersRatingsTable
American Werewolf in London, An (1981)::3.9	MoviesUsersRatingsTable
Amityville 1992: It's About Time (1992)::2.2	MoviesUsersRatingsTable
Amityville 3-D (1983)::1.4	MoviesUsersRatingsTable
Amityville: Dollhouse (1996)::1.4	MoviesUsersRatingsTable
Amityville: A New Generation (1993)::1.5	MoviesUsersRatingsTable
Amityville II: The Possession (1982)::1.8	MoviesUsersRatingsTable
Amityville Horror, The (1979)::2.8	MoviesUsersRatingsTable
Amityville Curse, The (1990)::1.3	MoviesUsersRatingsTable
Blood For Dracula (Andy Warhol's Dracula) (1974)::3.1	MoviesUsersRatingsTable
Nueba Yol (1995)::1.0	MoviesUsersRatingsTable
April Fool's Day (1986)::3.1	MoviesUsersRatingsTable
Audrey Rose (1977)::2.9	MoviesUsersRatingsTable
Believers, The (1987)::3.3	MoviesUsersRatingsTable
Birds, The (1963)::3.9	MoviesUsersRatingsTable
Blob, The (1958)::3.2	MoviesUsersRatingsTable
Blood Beach (1981)::2.0	MoviesUsersRatingsTable
Body Parts (1991)::1.9	MoviesUsersRatingsTable
Body Snatcher, The (1945)::3.6	MoviesUsersRatingsTable
Bram Stoker's Dracula (1992)::3.3	MoviesUsersRatingsTable
Bride of Frankenstein (1935)::4.0	MoviesUsersRatingsTable
Burnt Offerings (1976)::2.8	MoviesUsersRatingsTable
Candyman (1992)::2.8	MoviesUsersRatingsTable
Cape Fear (1991)::3.6	MoviesUsersRatingsTable
Cape Fear (1962)::3.9	MoviesUsersRatingsTable
Carrie (1976)::3.5	MoviesUsersRatingsTable
Cat People (1982)::3.1	MoviesUsersRatingsTable
Nightmare on Elm Street, A (1984)::3.5	MoviesUsersRatingsTable
Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)::4.1	MoviesUsersRatingsTable
Nosferatu a Venezia (1986)::3.0	MoviesUsersRatingsTable
Down Periscope (1996)::3.1	MoviesUsersRatingsTable
Omen, The (1976)::3.6	MoviesUsersRatingsTable
Blood & Wine (1997)::3.3	MoviesUsersRatingsTable
Albino Alligator (1996)::2.9	MoviesUsersRatingsTable
Mirror Has Two Faces, The (1996)::3.2	MoviesUsersRatingsTable
Breaking the Waves (1996)::3.6	MoviesUsersRatingsTable
Nightwatch (1997)::2.4	MoviesUsersRatingsTable
Star Trek: First Contact (1996)::3.8	MoviesUsersRatingsTable
Shine (1996)::3.6	MoviesUsersRatingsTable
Sling Blade (1996)::4.2	MoviesUsersRatingsTable
Jingle All the Way (1996)::2.7	MoviesUsersRatingsTable
From the Journals of Jean Seberg (1995)::4.0	MoviesUsersRatingsTable
Identification of a Woman (Identificazione di una donna) (1982)::2.0	MoviesUsersRatingsTable
Paradise Lost: The Child Murders at Robin Hood Hills (1996)::4.2	MoviesUsersRatingsTable
Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)::3.9	MoviesUsersRatingsTable
Preacher's Wife, The (1996)::3.0	MoviesUsersRatingsTable
Zero Kelvin (Kjrlighetens kjtere) (1995)::3.5	MoviesUsersRatingsTable
Ridicule (1996)::4.4	MoviesUsersRatingsTable
Crucible, The (1996)::3.3	MoviesUsersRatingsTable
101 Dalmatians (1996)::3.3	MoviesUsersRatingsTable
I Can't Sleep (J'ai pas sommeil) (1994)::4.0	MoviesUsersRatingsTable
Die Hard 2 (1990)::3.6	MoviesUsersRatingsTable
Star Trek: The Motion Picture (1979)::3.1	MoviesUsersRatingsTable
Star Trek VI: The Undiscovered Country (1991)::3.4	MoviesUsersRatingsTable
Star Trek V: The Final Frontier (1989)::2.9	MoviesUsersRatingsTable
Star Trek: The Wrath of Khan (1982)::4.0	MoviesUsersRatingsTable
Star Trek III: The Search for Spock (1984)::3.4	MoviesUsersRatingsTable
Star Trek IV: The Voyage Home (1986)::3.8	MoviesUsersRatingsTable
Batman Returns (1992)::2.9	MoviesUsersRatingsTable
Young Guns (1988)::3.3	MoviesUsersRatingsTable
Young Guns II (1990)::2.8	MoviesUsersRatingsTable
Grease (1978)::3.5	MoviesUsersRatingsTable
Grease 2 (1982)::1.9	MoviesUsersRatingsTable
Marked for Death (1990)::3.1	MoviesUsersRatingsTable
Adrenalin: Fear the Rush (1996)::1.0	MoviesUsersRatingsTable
Substance of Fire, The (1996)::4.0	MoviesUsersRatingsTable
Under Siege (1992)::3.5	MoviesUsersRatingsTable
Jaws (1975)::4.2	MoviesUsersRatingsTable
Jaws 2 (1978)::2.5	MoviesUsersRatingsTable
Jaws 3-D (1983)::1.5	MoviesUsersRatingsTable
My Fellow Americans (1996)::3.1	MoviesUsersRatingsTable
Mars Attacks! (1996)::2.8	MoviesUsersRatingsTable
Citizen Ruth (1996)::4.0	MoviesUsersRatingsTable
Jerry Maguire (1996)::3.7	MoviesUsersRatingsTable
Raising Arizona (1987)::3.9	MoviesUsersRatingsTable
Tin Men (1987)::3.4	MoviesUsersRatingsTable
Sneakers (1992)::3.7	MoviesUsersRatingsTable
Bastard Out of Carolina (1996)::3.2	MoviesUsersRatingsTable
In Love and War (1996)::3.0	MoviesUsersRatingsTable
Marvin's Room (1996)::3.3	MoviesUsersRatingsTable
Nixon (1995)::3.7	MoviesUsersRatingsTable
Up Close and Personal (1996)::3.3	MoviesUsersRatingsTable
Ghosts of Mississippi (1996)::3.7	MoviesUsersRatingsTable
Night Falls on Manhattan (1997)::3.2	MoviesUsersRatingsTable
Beavis and Butt-head Do America (1996)::3.0	MoviesUsersRatingsTable
Crmonie, La (1995)::3.0	MoviesUsersRatingsTable
Scream (1996)::3.5	MoviesUsersRatingsTable
Last of the Mohicans, The (1992)::3.8	MoviesUsersRatingsTable
Michael (1996)::3.3	MoviesUsersRatingsTable
Birdcage, The (1996)::3.7	MoviesUsersRatingsTable
Evening Star, The (1996)::3.0	MoviesUsersRatingsTable
Hamlet (1996)::3.8	MoviesUsersRatingsTable
Some Mother's Son (1996)::3.7	MoviesUsersRatingsTable
Whole Wide World, The (1996)::3.3	MoviesUsersRatingsTable
Mother (1996)::3.5	MoviesUsersRatingsTable
Thieves (Voleurs, Les) (1996)::3.5	MoviesUsersRatingsTable
Evita (1996)::2.8	MoviesUsersRatingsTable
Portrait of a Lady, The (1996)::3.1	MoviesUsersRatingsTable
Walkabout (1971)::4.1	MoviesUsersRatingsTable
Message to Love: The Isle of Wight Festival (1996)::4.0	MoviesUsersRatingsTable
Grateful Dead (1995)::2.0	MoviesUsersRatingsTable
Murder at 1600 (1997)::3.0	MoviesUsersRatingsTable
Hearts and Minds (1996)::4.5	MoviesUsersRatingsTable
Fierce Creatures (1997)::3.2	MoviesUsersRatingsTable
Zeus and Roxanne (1997)::3.5	MoviesUsersRatingsTable
Turbulence (1997)::2.8	MoviesUsersRatingsTable
Angel Baby (1995)::3.0	MoviesUsersRatingsTable
Jackie Chan's First Strike (1996)::3.4	MoviesUsersRatingsTable
Beverly Hills Ninja (1997)::2.7	MoviesUsersRatingsTable
Metro (1997)::2.7	MoviesUsersRatingsTable
Machine, The (1994)::2.5	MoviesUsersRatingsTable
Falling in Love Again (1980)::3.5	MoviesUsersRatingsTable
Cement Garden, The (1993)::3.4	MoviesUsersRatingsTable
Dante's Peak (1997)::2.9	MoviesUsersRatingsTable
Meet Wally Sparks (1997)::1.8	MoviesUsersRatingsTable
Brothers McMullen, The (1995)::3.3	MoviesUsersRatingsTable
Amos & Andrew (1993)::2.7	MoviesUsersRatingsTable
Benny & Joon (1993)::3.6	MoviesUsersRatingsTable
Prefontaine (1997)::3.0	MoviesUsersRatingsTable
Guantanamera (1994)::4.0	MoviesUsersRatingsTable
McHale's Navy (1997)::2.2	MoviesUsersRatingsTable
Kolya (1996)::4.0	MoviesUsersRatingsTable
Gridlock'd (1997)::3.2	MoviesUsersRatingsTable
Waiting for Guffman (1996)::4.1	MoviesUsersRatingsTable
Bad Boys (1995)::3.4	MoviesUsersRatingsTable
Prisoner of the Mountains (Kavkazsky Plennik) (1996)::4.5	MoviesUsersRatingsTable
Beautician and the Beast, The (1997)::2.7	MoviesUsersRatingsTable
SubUrbia (1997)::2.9	MoviesUsersRatingsTable
Hotel de Love (1996)::2.8	MoviesUsersRatingsTable
Pest, The (1997)::2.3	MoviesUsersRatingsTable
Fools Rush In (1997)::3.2	MoviesUsersRatingsTable
Touch (1997)::4.0	MoviesUsersRatingsTable
Absolute Power (1997)::3.4	MoviesUsersRatingsTable
Amazing Panda Adventure, The (1995)::3.0	MoviesUsersRatingsTable
That Darn Cat! (1997)::3.1	MoviesUsersRatingsTable
Vegas Vacation (1997)::2.5	MoviesUsersRatingsTable
That Old Feeling (1997)::3.0	MoviesUsersRatingsTable
